major_category	major_preprocessed	major_original	R1	R2	R3	R4	R5	R6	R7	R8	I1	I2	I3	I4	I5	I6	I7	I8	A1	A2	A3	A4	A5	A6	A7	A8	S1	S2	S3	S4	S5	S6	S7	S8	E1	E2	E3	E4	E5	E6	E7	E8	C1	C2	C3	C4	C5	C6	C7	C8
	logist	logistics	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	2	2	0	0	0	2	0	0	0	2	1	2	1
	logist	logistics	4	0	1	0	0	0	3	1	0	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	3	2	2	1	1	2	0	0	3	2	4	2	4	1	3	3	3	3	0	1	0	1	2	1
	logist	logistics	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	3	0	0	0	0	0	0	0	0	0
	logist	Logistics	2	1	2	1	1	1	2	2	2	2	2	1	2	2	2	2	1	1	3	3	2	2	3	2	3	2	2	3	2	2	2	1	1	0	3	1	3	0	3	0	1	3	1	1	1	2	1	2
	logist	logistic	2	0	0	1	0	0	0	0	4	4	4	3	4	3	4	1	0	4	4	3	4	2	4	4	0	1	0	0	0	1	0	0	0	2	2	4	0	3	2	4	1	3	1	2	0	0	1	1
	logist	Logistic 	3	2	2	2	2	2	2	2	3	4	2	3	3	3	1	3	3	3	3	3	4	3	3	3	2	3	3	2	1	3	4	3	3	3	3	1	3	4	2	3	2	2	4	2	4	2	4	4
	logist	Logistic	3	3	3	3	3	2	2	3	4	3	2	2	3	3	2	2	3	3	2	3	3	3	2	2	1	3	2	2	2	2	2	2	2	2	3	1	2	2	2	3	2	2	2	1	2	2	2	2
	logist	logistic	3	0	2	1	1	1	1	1	0	3	2	1	1	2	1	1	0	0	0	1	1	0	3	0	3	2	1	2	1	3	2	1	0	1	3	3	2	1	0	3	0	3	1	2	2	1	1	3
	logist	logistics	3	2	2	0	3	2	3	1	0	0	0	0	0	0	0	0	3	0	0	1	0	4	0	0	3	1	2	0	1	1	2	2	4	3	3	1	4	3	4	4	3	1	2	3	0	0	3	4
	logist	logistics	3	2	1	1	2	3	3	3	4	3	3	3	3	2	1	4	1	3	1	1	2	1	4	2	3	4	3	3	4	4	1	4	0	3	3	3	4	4	1	4	1	2	2	4	3	3	3	4
	logist	Logistics	4	2	3	3	3	2	2	2	3	3	2	2	1	3	2	3	0	1	2	1	2	2	1	2	2	4	3	4	2	2	2	2	1	1	3	2	3	3	0	4	2	3	3	2	4	4	3	2
	logist	Logistics	3	0	0	4	0	4	1	0	4	4	4	4	3	0	3	3	3	4	0	0	4	3	0	3	3	3	1	0	0	0	4	4	0	2	3	2	4	4	0	4	0	4	4	4	4	1	2	4
	logist	Logistic	4	2	0	0	4	2	0	4	2	2	2	0	2	2	0	2	4	4	2	4	0	4	4	4	4	4	2	4	4	2	4	4	2	4	4	4	2	4	0	4	2	4	4	2	4	4	4	2
	logist	logistics	3	1	1	3	2	2	3	1	2	2	3	2	2	2	1	3	0	2	3	1	3	1	2	2	3	2	0	1	2	1	1	2	3	3	4	1	4	4	4	3	4	4	3	3	3	2	3	3
	logist	Logistics	4	1	1	2	0	1	2	0	0	2	2	1	1	1	1	0	0	1	2	1	0	1	4	1	2	3	3	3	2	2	2	1	1	2	3	3	1	1	0	3	1	4	2	2	1	1	0	4
	logist	Logistics	2	2	2	2	1	2	2	1	3	3	2	2	2	2	2	0	3	2	2	4	4	3	0	0	3	3	3	3	3	3	3	3	3	2	2	0	3	3	1	2	3	2	2	2	3	3	1	2
	logist	Logistic	3	0	0	0	0	0	0	0	3	1	1	1	0	1	1	1	0	0	2	0	0	1	1	2	3	3	1	4	1	1	1	0	4	0	4	4	4	4	3	3	2	0	2	3	3	0	2	2
	logist	logistics	3	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	2	2	1	2	4	3	1	2	2	3	3	2	3	3	3	2	1	1	3	1	1	1	1	2	1	3	2	3	3	2	1	3
	logist	logistic	3	0	0	0	0	0	0	0	4	4	4	2	2	2	2	1	2	0	3	0	1	0	0	0	2	0	2	2	2	3	1	1	1	1	0	1	2	2	0	0	0	1	0	0	0	0	0	2
	logist	Logistics	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	2	4	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	4	4	4	4	4	4	4	4	4	4	4	4
	logist	logistics	2	2	1	2	1	2	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	1	0	1	0	2	1	2	2	2	1	0	1	3	1	3	3	2	3	2	3	2	3	3	2	0	3
	logist	Logistic	3	3	1	2	1	1	3	1	3	3	3	2	2	3	2	1	2	4	3	3	4	2	3	3	3	4	3	3	4	3	4	3	1	0	4	1	4	1	1	3	0	2	2	3	1	1	1	3
	logist	logistic	3	1	1	3	1	3	2	3	3	3	1	1	1	3	0	3	2	2	3	2	1	4	3	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	3	3	0	1	1	0	0	1	0	1
	logist	logistic	4	3	4	3	2	2	2	2	3	3	4	2	2	2	4	2	0	3	4	4	0	2	4	2	3	4	3	4	4	4	2	2	0	4	3	4	4	2	2	2	2	4	3	4	4	2	0	4
	logist	logistics	4	4	0	2	2	4	4	4	4	4	0	4	0	4	2	0	0	4	0	4	0	4	0	0	2	2	0	2	2	4	2	4	2	2	2	4	4	4	0	4	2	4	2	4	2	4	2	4
	logist	logistics	1	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	3	1	0	2	3	4	0	4	3	4	0	4	4	4	3	3	4	4	4	3	0	2	0	0	0	4	2
	logist	logistics	1	0	3	0	0	1	0	0	3	3	3	4	3	3	2	3	1	3	3	1	1	2	3	3	4	3	3	0	2	1	2	2	2	1	4	2	4	2	3	0	0	1	0	2	1	1	1	1
	logist	logistics	4	2	4	2	4	2	4	2	2	2	2	4	4	4	4	4	2	0	4	2	4	2	2	4	4	4	4	4	4	4	4	4	2	2	4	2	2	2	2	2	4	4	4	4	4	4	4	4
	logist	Logistics	1	2	0	0	2	1	0	1	1	0	0	1	1	1	2	1	1	0	0	0	0	3	0	0	4	4	1	2	4	4	3	3	3	0	2	2	2	2	4	3	2	0	2	3	0	3	3	3
	logist	logistics	4	1	2	3	3	2	4	1	2	1	2	4	3	2	3	3	0	2	4	2	2	2	1	2	3	4	4	4	4	2	3	4	1	1	3	1	2	1	1	2	4	3	4	3	3	2	3	4
	logist	logistics	4	4	4	4	2	4	3	4	4	4	4	4	4	4	4	4	2	4	4	3	4	4	2	4	4	4	4	4	4	4	4	3	4	1	4	1	4	4	4	3	4	4	4	4	4	4	4	3
	logist	Logistics 	2	1	2	1	2	2	2	1	2	4	4	0	3	2	1	0	0	2	0	0	2	0	0	0	2	2	2	2	3	3	3	3	0	1	3	0	3	2	2	2	1	2	2	2	2	2	1	1
	logist	Logistics	1	1	1	2	0	0	1	0	0	1	1	1	0	1	1	2	1	1	2	0	1	2	2	0	2	3	0	2	1	1	0	0	2	1	2	0	3	2	2	1	3	2	3	2	3	2	3	3
	logist	logistics	2	0	0	2	4	2	2	0	2	2	2	0	0	0	0	2	0	0	4	0	0	4	0	0	1	4	4	4	2	4	4	2	2	4	2	0	2	4	2	4	4	4	4	4	4	4	4	4
	logist	Logistics	4	3	2	3	4	2	4	2	4	4	4	4	4	4	4	4	2	4	4	4	4	3	3	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
	logist	Logistics	0	0	0	2	0	1	0	0	1	2	1	3	1	2	0	1	0	2	0	1	2	0	4	1	4	2	3	2	3	2	2	2	4	3	3	2	4	2	3	3	2	3	3	1	1	2	2	2
	logist procur	Logistics and procurement	2	0	0	2	2	0	4	2	0	0	3	4	4	3	0	2	0	4	4	0	0	2	1	2	4	4	4	4	4	3	3	3	2	4	4	0	4	3	3	2	4	4	4	4	4	3	4	4
	logist scm	Logistics and SCM	1	1	1	3	1	3	2	1	3	3	4	4	3	3	3	3	2	2	0	0	0	3	0	1	2	1	1	1	1	2	1	0	1	1	2	1	3	1	1	1	0	2	1	1	1	2	0	1
	logist suppli chain	logistics and supply chain	3	0	1	2	1	2	1	0	3	4	3	3	3	4	3	4	2	2	2	0	0	2	1	0	3	4	2	4	3	3	2	2	4	1	3	2	3	1	3	2	2	3	2	3	4	3	0	4
	logist transport forward	logistics, transport and forwarding 	3	0	0	0	0	2	0	0	2	2	0	0	0	1	0	0	1	1	1	0	0	1	1	1	3	2	1	3	3	2	0	3	1	2	2	0	3	1	1	2	0	1	1	3	0	1	2	3
	logistica	Logistica	2	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	2	2	2	3	0	0	0	0	4	4	2	4	2	0	4	3	2	3	1	1	4	3	0	1	3	2	3	4	3	3	0	3
	logopedist	logopedist	0	0	0	0	0	0	0	0	2	2	1	2	2	2	1	0	0	0	1	0	0	4	0	4	4	2	4	4	4	4	4	3	0	0	0	1	0	4	2	4	0	0	2	0	0	4	0	2
	lol	idk lol	2	0	0	0	0	1	0	0	3	3	3	4	3	3	3	3	0	2	3	0	2	4	0	2	0	4	4	0	4	4	4	4	0	3	1	4	1	3	1	2	1	1	0	1	1	1	0	0
	lol	lol	0	0	0	0	3	3	1	1	0	0	0	0	2	4	2	0	0	0	0	1	1	3	3	1	0	0	0	2	0	2	4	2	0	0	0	3	1	1	3	3	0	0	0	4	2	0	2	4
	lol didnt	lol i didnt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	4	3	4	3	2	3	0	0	0	0	3	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0
	loss prevent	Loss Prevention	2	2	3	3	2	3	2	2	2	1	2	3	3	2	2	2	0	1	2	3	2	2	4	2	3	3	2	3	2	3	3	2	3	2	3	3	4	3	3	2	2	3	3	3	3	1	3	2
	louisvill	university of louisville	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3
	love thing	i love all things	1	4	2	0	4	2	1	3	2	3	3	0	3	3	0	4	0	2	4	1	2	4	1	3	1	1	3	2	1	4	2	2	2	0	2	3	0	3	3	1	3	1	1	4	1	2	4	0
	low	low	2	0	0	4	3	2	3	2	4	2	4	4	3	3	4	2	4	3	4	3	4	4	0	2	4	0	3	2	3	0	1	0	0	0	1	1	3	1	1	4	0	0	1	3	2	1	1	2
	loyal	loyal	2	1	1	2	2	2	2	1	3	3	3	3	2	3	3	2	3	3	2	1	1	2	2	2	2	2	3	2	3	3	2	3	2	3	2	2	2	1	2	2	3	2	1	2	2	2	2	2
	lpn	LPN	2	2	0	1	1	2	2	1	4	4	3	3	1	3	3	1	2	0	3	3	1	1	3	2	4	4	4	3	4	4	3	3	1	2	2	3	1	2	2	3	2	2	1	1	0	3	2	2
	lpn	LPN	2	0	0	0	2	3	2	0	4	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	3	4	4	4	4	4	0	4	4	2	4	4	0	4	4	4	4	4	3	4	3	3
	lpn	lpn	4	0	0	0	0	0	0	0	4	0	0	4	4	0	4	0	0	4	2	4	4	4	3	4	4	4	4	4	3	4	4	4	2	3	2	4	4	4	3	3	3	3	2	4	3	3	3	3
	lpn	LPN	3	2	2	2	2	2	2	2	0	4	4	4	2	2	2	3	1	2	2	2	3	0	2	2	3	4	0	2	2	3	4	4	2	2	2	4	2	3	4	2	2	2	2	2	2	3	2	2
	lpn	lpn	0	1	0	3	0	2	0	0	1	4	3	2	1	2	3	0	2	2	2	2	2	2	3	2	3	1	0	1	4	3	4	3	2	2	3	3	1	3	0	0	3	3	4	2	0	3	0	2
	lpn	LPN	2	2	0	3	1	0	0	1	4	2	2	4	4	0	3	0	2	1	1	1	3	1	2	0	3	3	0	3	4	3	2	3	0	1	0	0	2	1	0	0	1	3	3	0	3	2	1	3
	lpn busi	General Studies, LPN, Business	2	0	1	1	1	1	2	0	4	2	0	4	4	1	4	1	0	0	2	0	0	2	4	1	3	2	4	2	4	1	4	3	0	3	4	3	4	4	2	3	4	4	4	4	0	2	4	4
	luxuri	Luxury	2	0	0	0	0	0	0	0	2	2	1	1	1	3	0	2	2	2	3	2	2	1	2	1	2	3	1	2	1	2	3	1	1	1	4	2	4	3	1	1	0	0	2	1	2	1	0	2
	luxuri	luxury	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	2	3	2	1	2	0	2	0	4	3	2	2	2	2	1	1	0	4	1	2	3	4	3	0	0	0	0	2	1	0	0	0
	macabr	Macabre	2	0	0	3	1	2	1	1	3	3	0	3	2	1	2	1	1	3	2	2	3	2	3	1	2	2	1	1	3	1	2	1	1	0	1	1	2	1	1	1	1	2	1	1	1	2	1	1
	machan	machanics 	2	4	4	0	4	4	4	4	0	4	2	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	4	0	0	0	4	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
	machan engineerig	machanical engineerig	0	0	1	4	0	4	2	2	0	3	3	0	2	4	0	0	0	0	2	2	0	2	2	0	0	2	2	1	0	0	0	0	0	1	3	0	2	2	0	0	1	3	0	0	0	0	0	0
	machatron engin	machatronics engineering	2	0	2	4	4	4	2	0	4	2	2	2	4	2	2	4	4	4	2	4	4	4	4	2	2	4	2	4	4	2	2	2	2	2	2	2	4	4	4	4	2	4	4	4	4	2	4	4
	machin	Machining	2	0	2	2	4	2	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	machin	Machining	3	3	1	2	4	3	3	4	2	3	2	0	1	2	1	2	0	0	0	0	2	1	4	2	4	3	2	4	2	3	2	2	0	0	0	0	3	0	2	0	0	1	0	0	2	2	0	2
	machin tool	machine tool	2	2	2	2	3	2	2	2	4	4	4	3	1	3	2	1	0	1	1	3	0	3	1	2	2	2	1	3	2	4	2	2	0	0	2	0	1	1	1	1	2	2	0	1	0	1	0	2
	machin weld	Machining & Welding	4	2	3	4	4	2	4	2	4	3	4	3	4	3	3	3	0	2	4	2	4	2	3	4	2	4	4	2	2	2	2	2	2	3	2	2	2	2	2	2	2	3	2	2	4	2	2	2
	machineri metalwork electron	machinery,metalwork,electronics	2	0	0	4	2	1	2	1	1	2	2	3	3	3	3	3	2	3	4	4	3	4	4	2	2	3	2	3	4	2	2	3	0	2	2	2	2	2	2	3	2	2	2	2	0	2	1	2
	mad sicentist	mad sicentist	3	4	1	3	2	2	3	2	1	1	0	2	1	1	1	1	3	0	0	0	1	2	0	2	1	1	1	1	1	1	0	3	3	2	3	0	3	1	0	1	3	3	4	3	3	4	3	4
	madic	madical	0	2	0	1	0	0	0	0	4	4	4	4	3	4	2	2	2	3	3	1	3	2	4	2	0	3	3	1	1	2	3	1	1	1	3	2	3	3	0	4	2	1	0	1	1	1	1	1
	magement	magement	0	0	0	0	0	0	0	0	0	4	4	2	4	0	4	0	0	4	4	4	4	4	4	4	4	0	0	0	2	0	0	0	4	4	4	4	4	4	4	4	0	0	0	4	0	0	0	0
	magement	magement	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	4	2	1	2	1	2	4	1	1	1	3	3	3	1	3	2	4	3	4	3	3	3	3	1	1	2	0	1	4	1
	magh	magh	3	0	0	0	0	2	0	0	4	3	4	2	0	3	3	3	2	2	3	3	3	3	3	3	2	3	3	2	2	1	3	3	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0
	major softwar engin comput sc	Majoring in Software Engineering, Computer Sc	2	1	2	0	0	2	0	1	2	2	2	0	2	2	2	2	2	2	3	1	2	3	1	3	4	4	3	3	3	4	3	2	2	0	4	3	4	4	1	2	0	2	0	0	0	0	0	0
	make	make up	2	2	0	0	0	1	2	2	2	1	1	0	0	2	1	0	4	3	2	1	3	4	0	1	3	1	3	3	4	3	4	4	3	2	2	4	2	3	3	2	2	0	1	1	1	1	2	2
	make artistri	Make Up Artistry	3	2	2	1	1	1	2	3	3	4	4	1	2	4	3	2	0	3	4	0	3	0	4	4	3	1	1	4	3	4	4	2	2	3	4	4	4	4	2	4	1	3	3	2	2	3	2	3
	makeup	Makeup	1	0	0	2	1	1	1	1	1	3	3	2	1	2	1	2	4	3	4	4	3	4	3	4	2	2	1	2	2	2	2	1	2	1	1	4	1	3	2	3	1	2	2	1	0	1	1	0
	makeup artist	makeup artist	3	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	2	4	0	4	4	1	2	0	0	0	2	0	1	1	0	0	3	2	3	4	0	0	0	0	2	0	0	0	0	0
	makeup artist	Makeup artist 	3	2	0	1	0	0	1	1	2	2	2	1	2	2	2	3	1	2	3	1	1	0	1	3	2	3	2	2	2	2	3	3	1	2	1	4	1	2	2	1	2	1	2	2	1	1	2	1
	makeup artist	makeup artist	2	2	0	2	0	0	3	1	2	2	2	2	0	1	0	1	2	2	3	0	2	2	2	2	2	3	4	3	4	4	4	4	3	4	4	4	4	4	2	4	2	4	3	2	2	0	4	4
	malay languag	Malay Language	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	4	4	4	4	2	4	4	4	4	2	2	4	0	2	4	0	4	4	0	4	4	2	4	4	2	4	0	2
	malay languag studi	MALAY LANGUAGE STUDY	2	1	1	1	1	2	0	2	1	1	0	2	1	2	0	2	3	3	3	4	3	3	3	3	3	3	2	2	2	2	3	3	2	2	3	2	2	3	1	2	2	2	2	2	2	0	2	2
	mananag	Mananagement	1	0	0	0	1	1	1	0	2	2	1	2	0	0	0	0	2	1	3	3	1	2	0	0	2	3	1	2	2	2	3	2	1	2	3	2	1	2	1	2	2	2	3	3	2	1	1	2
	maneg	Manegment	1	2	0	2	0	2	1	1	3	1	1	1	1	0	1	0	0	2	1	0	2	1	3	2	2	2	0	1	0	0	1	0	2	2	3	2	4	2	1	2	1	1	1	2	2	1	1	1
	maneg	maneger	1	4	2	4	4	4	0	1	3	4	4	4	4	4	2	0	4	4	2	4	3	4	2	1	4	4	3	4	3	3	3	4	4	4	4	4	3	0	3	4	4	4	4	4	4	0	4	3
	mangament leadership	Mangament and Leadership	3	2	1	4	0	2	4	0	1	3	3	3	0	2	1	0	0	3	3	1	0	2	0	1	3	3	3	1	3	2	1	2	2	3	3	3	4	3	0	2	3	4	4	1	4	3	3	2
	mangement	Mangement	2	0	1	0	0	0	0	0	1	2	1	1	1	1	1	0	4	4	3	3	3	3	4	2	4	3	0	3	1	0	0	0	3	1	4	2	4	2	2	1	2	1	3	1	3	2	3	2
	mangement	Mangement	0	1	0	1	1	1	0	1	3	3	3	1	3	2	3	3	0	4	2	1	3	3	0	4	4	4	2	2	4	3	4	4	3	2	4	4	4	4	4	4	2	1	2	2	0	3	3	1
	mangement	MANGEMENT	2	1	3	2	3	3	4	3	4	2	2	2	2	2	3	2	3	3	2	3	3	3	4	3	4	2	3	2	2	2	4	3	2	3	2	3	3	2	4	2	3	2	3	2	2	3	3	3
	mangement	mangement	2	1	1	3	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	3	1	3	3	2	2	1	2	2	1	2	1	3	2	4	2	2	3	3	3	1	2	3	2	3	3
	mangement	mangement	4	0	0	1	1	2	1	1	4	2	4	4	4	4	4	3	2	1	3	2	2	2	2	3	4	4	4	4	4	4	4	4	2	1	3	4	4	4	4	1	4	4	4	4	4	4	4	4
	mangment	mangment	2	0	0	0	2	1	3	3	4	2	4	4	1	2	4	2	0	0	4	1	1	1	4	4	3	3	4	2	1	2	2	4	2	0	4	1	1	2	3	3	0	2	2	4	2	2	4	2
	manufactur	Manufacturing	2	2	1	2	0	3	1	3	2	3	3	3	2	3	3	2	2	1	4	4	2	4	3	3	3	3	3	4	4	2	4	4	0	1	0	2	2	2	2	2	2	2	3	2	2	4	3	3
	manufactur technolog	Manufacturing and technology 	4	4	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
	maori	Maori	0	2	1	1	1	1	0	0	2	3	2	2	2	2	1	2	3	3	2	3	3	3	1	2	1	1	3	1	2	1	2	1	2	0	2	2	1	0	1	1	1	0	1	0	0	0	0	0
	mapeh teacher	Mapeh Teacher	2	2	3	0	2	1	1	1	4	4	4	2	2	4	1	1	4	2	4	4	4	4	4	4	4	3	3	4	4	4	4	3	3	4	1	4	2	4	2	3	2	2	1	2	2	2	1	1
	maprh	maprh	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	3	1	3	1	3	3	3	3	3	1	3	2	3	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
	marein engineerinh	mareine engineerinh	1	2	2	2	3	3	3	2	1	2	1	3	1	1	2	3	1	1	1	2	1	2	2	2	3	3	1	1	2	3	4	3	3	3	2	1	3	2	1	3	1	2	2	1	2	2	1	1
	marin	Marine	4	4	4	4	3	4	4	4	4	4	4	4	3	4	0	4	4	4	4	2	4	4	0	2	4	0	4	4	4	4	4	4	0	2	4	2	4	4	4	4	4	0	0	2	4	4	2	4
	marin	Marine	4	0	4	0	2	0	0	0	4	4	4	4	4	4	4	4	2	4	1	0	2	4	2	3	1	0	0	2	0	4	0	0	0	0	4	0	2	2	0	0	1	1	2	4	4	1	2	1
	marin	Marine	4	1	3	2	1	2	1	2	0	3	2	3	1	1	1	2	1	4	3	1	2	1	1	4	4	3	4	4	4	4	4	4	3	2	3	3	4	4	4	2	2	1	3	2	2	2	3	1
	marin	MARINES	3	1	4	4	3	4	4	4	4	3	2	3	3	1	1	3	3	4	4	4	2	4	0	4	3	4	4	4	3	4	4	4	1	3	3	0	4	3	1	1	3	3	4	4	3	4	3	4
	marin	marine	2	3	3	4	3	4	3	3	4	4	4	4	3	4	4	4	3	4	3	3	3	4	4	3	3	4	4	4	4	4	4	4	3	3	3	4	3	4	3	4	3	3	4	3	3	3	3	3
	marin	marine	2	3	1	1	1	1	1	0	0	4	4	2	2	4	4	4	3	3	4	3	3	2	3	3	4	4	4	0	4	3	3	4	1	2	2	3	2	3	1	4	2	3	1	1	1	0	0	1
	marin	Marine	3	3	3	1	2	1	2	1	1	2	2	2	2	2	2	2	2	3	1	3	1	4	2	3	2	4	3	3	3	3	3	3	1	1	2	1	4	2	2	3	3	2	2	3	2	2	2	2
	marin	Marine	0	0	2	2	0	0	0	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	3	4	0	2	3
	marin bioligi	Marine Bioligy	2	0	0	0	0	0	0	0	2	4	4	1	0	4	4	0	0	0	0	0	0	0	3	0	2	2	2	2	1	4	4	0	0	0	0	4	0	4	0	0	0	0	0	0	0	4	0	0
	marin bioloy	Marine Bioloy	0	3	3	0	3	0	2	2	4	4	4	4	4	4	3	3	3	0	0	3	3	4	4	0	1	0	0	4	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0
	marin offshor	Marine Offshore	2	2	3	2	2	2	2	2	3	3	3	1	2	4	3	2	2	2	1	2	1	4	3	3	3	1	3	1	4	4	3	2	1	1	3	1	2	1	1	2	1	1	2	2	2	2	1	2
	marin offshor	Marine Offshore	2	2	4	2	2	2	2	2	3	3	4	1	1	3	1	4	2	0	1	2	1	3	2	1	2	1	3	1	4	4	2	3	1	1	2	1	2	1	1	2	1	2	2	2	1	2	1	4
	marin offshor technolog	Marine Offshore Technology	4	3	3	4	2	2	4	3	2	0	1	2	1	1	2	1	1	1	2	2	2	2	3	2	3	1	2	3	2	3	4	3	3	2	3	0	3	3	4	2	3	4	3	2	3	4	4	3
	marin offshor technolog	Marine Offshore Technology	4	3	3	2	4	3	4	1	4	4	4	2	4	4	3	4	0	1	3	2	1	4	4	1	2	3	3	4	4	4	4	2	1	1	4	0	4	1	1	1	0	3	2	4	1	3	0	4
	marin transprot	marine transprotation	3	3	4	3	3	4	3	2	3	4	4	4	2	3	3	1	0	3	3	1	2	1	4	1	4	4	4	4	3	4	3	4	2	4	3	0	4	2	1	2	2	4	4	3	3	2	3	4
	marinelif	marinelife	0	2	0	1	0	1	0	0	3	4	4	1	2	4	1	4	2	0	4	2	2	2	3	3	1	4	3	3	4	4	4	4	1	2	1	4	0	2	3	4	2	0	1	0	2	2	0	0
	maritim	Maritime	2	2	3	2	1	3	1	2	2	2	1	2	1	2	0	2	2	3	2	3	2	2	2	4	4	3	4	2	4	4	4	4	3	2	0	3	4	3	3	4	1	2	2	2	0	2	1	1
	maritim	maritime	1	3	3	3	1	3	1	1	3	3	2	2	1	4	1	3	2	2	1	2	2	3	3	1	3	2	1	3	2	2	3	1	1	1	1	0	2	1	1	3	0	0	1	0	1	1	0	0
	maritim	Maritime	4	4	4	3	4	4	3	4	2	3	0	0	0	3	0	4	0	1	0	0	1	3	0	1	2	4	3	1	2	4	1	2	1	0	4	4	4	0	4	3	2	1	2	3	2	3	2	4
	maritim	Maritime	3	3	1	1	0	0	1	0	4	2	2	3	3	2	3	1	1	0	0	1	1	3	3	0	2	4	1	2	1	0	2	3	1	1	1	0	1	1	0	1	0	1	2	0	0	0	0	2
	maritim	Maritime	1	1	2	1	0	3	0	1	1	2	1	2	2	2	1	3	2	3	1	2	4	3	2	2	2	3	1	2	1	3	3	0	0	0	1	0	1	1	1	1	0	0	0	0	0	2	0	1
	maritim archaeolog	Maritime Archaeology	0	3	0	3	0	3	0	3	3	3	3	3	3	3	1	4	0	0	3	2	0	3	0	0	2	3	2	2	2	2	3	1	0	0	2	0	2	0	0	3	0	0	1	0	1	0	0	2
	maritim technolog	maritime technology	2	0	3	0	0	1	0	0	4	1	4	1	0	3	0	1	4	0	0	0	0	0	0	0	3	2	2	2	3	0	1	0	4	2	1	0	3	0	3	3	0	0	0	0	3	0	0	0
	maritim technolog	Maritime technology 	2	2	4	0	3	2	2	1	3	1	3	1	3	3	1	4	3	3	1	2	2	2	1	2	1	3	2	2	3	3	3	3	1	2	2	2	2	2	2	1	2	1	3	3	3	3	3	3
	mark	Markeing	0	0	0	0	0	0	0	0	3	3	3	3	3	3	2	4	2	3	4	3	4	2	4	4	3	4	4	4	4	2	0	0	3	0	2	2	3	3	0	2	1	0	0	2	0	3	0	2
	mark	Markeing	0	0	0	0	1	0	0	0	1	2	1	2	2	2	1	2	1	1	1	3	2	3	2	0	1	3	1	1	1	1	2	0	1	0	1	0	4	0	0	2	0	0	0	0	0	1	1	0
	markey	markeying	4	4	0	2	0	4	0	4	4	0	4	2	0	1	0	4	0	3	4	2	4	4	0	4	1	4	3	2	3	0	0	0	1	0	0	4	0	0	4	0	3	3	4	4	0	4	0	4
	marriag famili	Marriage & Family Studies	1	0	0	0	0	0	0	0	1	3	2	0	2	2	0	3	3	4	2	4	4	3	4	3	3	4	4	3	4	3	4	2	0	0	1	1	1	1	1	0	0	0	0	0	0	1	1	0
	marriag famili	Marriage and Family Studies	2	0	0	0	1	3	1	0	3	2	2	3	1	3	1	0	3	4	3	4	3	4	0	3	4	2	1	4	4	4	4	0	1	0	0	1	1	1	0	0	1	0	2	2	3	1	1	1
	marriag famili	Marriage and Family Studies	0	1	0	0	0	2	0	2	2	4	1	3	3	4	2	2	4	3	2	4	4	4	3	3	3	4	4	1	4	2	4	1	1	1	1	1	1	0	1	3	2	0	2	2	1	1	2	2
	marriag famili	Marriage and Family Studies 	2	3	1	2	2	3	2	3	1	3	2	1	1	3	1	3	0	3	3	2	3	3	0	3	3	4	4	1	4	4	4	3	0	1	2	2	2	1	0	2	2	2	2	2	4	3	2	2
